Sample,UniprotID,MistScore,GeneSymbol,UniprotEntryName
PB1,O14979,0.98658,HNRNPDL,HNRDL_HUMAN
PB1,O15514,0.99303,POLR2D,RPB4_HUMAN
PB1,O43242,0.9887,PSMD3,PSMD3_HUMAN
PB1,O43852,0.91539,CALU,CALU_HUMAN
PB1,O60716-32,0.95141,CTNND1,CTND1_HUMAN
PB1,O60832,0.97037,DKC1,DKC1_HUMAN
PB1,O75369-5,0.99132,FLNB,FLNB_HUMAN
PB1,O75494-5,0.97158,SRSF10,SRS10_HUMAN
PB1,O95232,0.99115,LUC7L3,LC7L3_HUMAN
PB1,O95573,0.98993,ACSL3,ACSL3_HUMAN
PB1,O95758,0.92458,PTBP3,PTBP3_HUMAN
PB1,O95782-2,0.99393,AP2A1,AP2A1_HUMAN
PB1,O95816,0.91396,BAG2,BAG2_HUMAN
PB1,P04083,0.97056,ANXA1,ANXA1_HUMAN
PB1,P04792,0.93737,HSPB1,HSPB1_HUMAN
PB1,P06730,0.99369,EIF4E,IF4E_HUMAN
PB1,P07237,0.99343,P4HB,PDIA1_HUMAN
PB1,P08195-2,0.98853,SLC3A2,4F2_HUMAN
PB1,P08579,0.98117,SNRPB2,RU2B_HUMAN
PB1,P08708,0.99246,RPS17,RS17_HUMAN
PB1,P08729,0.94768,KRT7,K2C7_HUMAN
PB1,P09012,0.97196,SNRPA,SNRPA_HUMAN
PB1,P10155-3,0.96328,TROVE2,RO60_HUMAN
PB1,P11387,0.99389,TOP1,TOP1_HUMAN
PB1,P11413,0.98631,G6PD,G6PD_HUMAN
PB1,P12236,0.95147,SLC25A6,ADT3_HUMAN
PB1,P12270,0.98101,TPR,TPR_HUMAN
PB1,P13674-3,0.9285,P4HA1,P4HA1_HUMAN
PB1,P14923,0.93748,JUP,PLAK_HUMAN
PB1,P17987,0.99195,TCP1,TCPA_HUMAN
PB1,P19387,0.9871,POLR2C,RPB3_HUMAN
PB1,P19388,0.99382,POLR2E,RPAB1_HUMAN
PB1,P22392,0.99299,NME2,NDKB_HUMAN
PB1,P24928,0.96902,POLR2A,RPB1_HUMAN
PB1,P33176,0.98953,KIF5B,KINH_HUMAN
PB1,P33240-2,0.98793,CSTF2,CSTF2_HUMAN
PB1,P34932,0.99214,HSPA4,HSP74_HUMAN
PB1,P35268,0.97182,RPL22,RL22_HUMAN
PB1,P35637-2,0.99165,FUS,FUS_HUMAN
PB1,P36954,0.98119,POLR2I,RPB9_HUMAN
PB1,P39019,0.98968,RPS19,RS19_HUMAN
PB1,P42330,0.98035,AKR1C3,AK1C3_HUMAN
PB1,P43243-2,0.99389,MATR3,MATR3_HUMAN
PB1,P43686-2,0.98724,PSMC4,PRS6B_HUMAN
PB1,P46781,0.99301,RPS9,RS9_HUMAN
PB1,P46782,0.99372,RPS5,RS5_HUMAN
PB1,P48643,0.98848,CCT5,TCPE_HUMAN
PB1,P49711,0.98923,CTCF,CTCF_HUMAN
PB1,P49756,0.94362,RBM25,RBM25_HUMAN
PB1,P51398-2,0.96422,DAP3,RT29_HUMAN
PB1,P52294,0.99202,KPNA1,IMA5_HUMAN
PB1,P52435,0.98947,POLR2J,RPB11_HUMAN
PB1,P53618,0.99274,COPB1,COPB_HUMAN
PB1,P55265-5,0.90313,ADAR,DSRAD_HUMAN
PB1,P55884,0.91801,EIF3B,EIF3B_HUMAN
PB1,P61247,0.98945,RPS3A,RS3A_HUMAN
PB1,P62136,0.95606,PPP1CA,PP1A_HUMAN
PB1,P62140,0.9489,PPP1CB,PP1B_HUMAN
PB1,P62244,0.98959,RPS15A,RS15A_HUMAN
PB1,P62277,0.96858,RPS13,RS13_HUMAN
PB1,P62333,0.97594,PSMC6,PRS10_HUMAN
PB1,P62487,0.98825,POLR2G,RPB7_HUMAN
PB1,P62841,0.96531,RPS15,RS15_HUMAN
PB1,P62875,0.94964,POLR2L,RPAB5_HUMAN
PB1,P63167,0.98844,DYNLL1,DYL1_HUMAN
PB1,P63272,0.93877,SUPT4H1,SPT4H_HUMAN
PB1,P68431,0.98818,HIST1H3A; HIST1H3B; HIST1H3C; HIST1H3D; HIST1H3E; HIST1H3F; HIST1H3G; HIST1H3H; HIST1H3I; HIST1H3J,H31_HUMAN
PB1,P78347-2,0.96746,GTF2I,GTF2I_HUMAN
PB1,P78527,0.99205,PRKDC,PRKDC_HUMAN
PB1,P82673-2,0.97667,MRPS35,RT35_HUMAN
PB1,P82675,0.99034,MRPS5,RT05_HUMAN
PB1,P82912-2,0.97287,MRPS11,RT11_HUMAN
PB1,P82914,0.98305,MRPS15,RT15_HUMAN
PB1,P82930,0.99355,MRPS34,RT34_HUMAN
PB1,P82932,0.994,MRPS6,RT06_HUMAN
PB1,P82933,0.96554,MRPS9,RT09_HUMAN
PB1,P98175-2,0.98785,RBM10,RBM10_HUMAN
PB1,Q09666,0.99049,AHNAK,AHNK_HUMAN
PB1,Q12873-2,0.96651,CHD3,CHD3_HUMAN
PB1,Q12906-5,0.96877,ILF3,ILF3_HUMAN
PB1,Q12996,0.97334,CSTF3,CSTF3_HUMAN
PB1,Q13435,0.9936,SF3B2,SF3B2_HUMAN
PB1,Q13509,0.9939,TUBB3,TBB3_HUMAN
PB1,Q13547,0.94968,HDAC1,HDAC1_HUMAN
PB1,Q13813-3,0.97875,SPTAN1,SPTN1_HUMAN
PB1,Q14204,0.99163,DYNC1H1,DYHC1_HUMAN
PB1,Q14247-3,0.99351,CTTN,SRC8_HUMAN
PB1,Q14764,0.96631,MVP,MVP_HUMAN
PB1,Q14974,0.9829,KPNB1,IMB1_HUMAN
PB1,Q15008,0.99387,PSMD6,PSMD6_HUMAN
PB1,Q15637-4,0.99216,SF1,SF01_HUMAN
PB1,Q16531,0.99336,DDB1,DDB1_HUMAN
PB1,Q16540,0.99315,MRPL23,RM23_HUMAN
PB1,Q16555-2,0.9362,DPYSL2,DPYL2_HUMAN
PB1,Q1KMD3,0.96277,HNRNPUL2,HNRL2_HUMAN
PB1,Q2TB90,0.99378,HKDC1,HKDC1_HUMAN
PB1,Q49AN9,0.9716,SNRPG,Q49AN9_HUMAN
PB1,Q5H9R7-3,0.96272,PPP6R3,PP6R3_HUMAN
PB1,Q5JR04,0.98844,MOV10,Q5JR04_HUMAN
PB1,Q5T760,0.98858,SRSF11,Q5T760_HUMAN
PB1,Q6IN84,0.98205,MRM1,MRM1_HUMAN
PB1,Q6NZY4,0.96887,ZCCHC8,ZCHC8_HUMAN
PB1,Q6UN15-4,0.99065,FIP1L1,FIP1_HUMAN
PB1,Q71DI3,0.99205,HIST2H3A; HIST2H3C; HIST2H3D,H32_HUMAN
PB1,Q7KZ85,0.98846,SUPT6H,SPT6H_HUMAN
PB1,Q7Z6Z7-2,0.99403,HUWE1,HUWE1_HUMAN
PB1,Q7Z7H8,0.95017,MRPL10,RM10_HUMAN
PB1,Q8IX01-4,0.98315,SUGP2,SUGP2_HUMAN
PB1,Q8IXM3,0.99275,MRPL41,RM41_HUMAN
PB1,Q8N163,0.99346,CCAR2,CCAR2_HUMAN
PB1,Q8TAQ2-2,0.9933,SMARCC2,SMRC2_HUMAN
PB1,Q92522,0.99398,H1FX,H1X_HUMAN
PB1,Q92598-2,0.9931,HSPH1,HS105_HUMAN
PB1,Q92665,0.93872,MRPS31,RT31_HUMAN
PB1,Q92922,0.98362,SMARCC1,SMRC1_HUMAN
PB1,Q96DH6-2,0.98632,MSI2,MSI2H_HUMAN
PB1,Q96EY7,0.98926,PTCD3,PTCD3_HUMAN
PB1,Q96KR1,0.98627,ZFR,ZFR_HUMAN
PB1,Q96PK6,0.99052,RBM14,RBM14_HUMAN
PB1,Q96SI9-2,0.93849,STRBP,STRBP_HUMAN
PB1,Q96T37-2,0.9428,RBM15,RBM15_HUMAN
PB1,Q9BQA1,0.99377,WDR77,MEP50_HUMAN
PB1,Q9BSD7,0.97939,NTPCR,NTPCR_HUMAN
PB1,Q9BUJ2-2,0.98644,HNRNPUL1,HNRL1_HUMAN
PB1,Q9BYD6,0.97756,MRPL1,RM01_HUMAN
PB1,Q9C005,0.9541,DPY30,DPY30_HUMAN
PB1,Q9H2U1-3,0.98367,DHX36,DHX36_HUMAN
PB1,Q9HCD5,0.98114,NCOA5,NCOA5_HUMAN
PB1,Q9HD33-2,0.98068,MRPL47,RM47_HUMAN
PB1,Q9NPE3,0.98281,NOP10,NOP10_HUMAN
PB1,Q9NQG5,0.90078,RPRD1B,RPR1B_HUMAN
PB1,Q9NVI7-3,0.98761,ATAD3A,ATD3A_HUMAN
PB1,Q9NY12-2,0.9301,GAR1,GAR1_HUMAN
PB1,Q9UKV8-2,0.9935,AGO2,AGO2_HUMAN
PB1,Q9UL15,0.94353,BAG5,BAG5_HUMAN
PB1,Q9ULX6-2,0.99387,AKAP8L,AKP8L_HUMAN
PB1,Q9UNM6,0.97834,PSMD13,PSD13_HUMAN
PB1,Q9UNQ2,0.95528,DIMT1,DIM1_HUMAN
PB1,Q9UPT8,0.98207,ZC3H4,ZC3H4_HUMAN
PB1,Q9UQ35,0.99316,SRRM2,SRRM2_HUMAN
PB1,Q9Y265,0.98942,RUVBL1,RUVB1_HUMAN
PB1,Q9Y2X3,0.95083,NOP58,NOP58_HUMAN
PB1,Q9Y399,0.9869,MRPS2,RT02_HUMAN
PB1,Q9Y676,0.98788,MRPS18B,RT18B_HUMAN
PB1,Q9Y6M1-1,0.98367,IGF2BP2,IF2B2_HUMAN
PB1,Q9Y6N5,0.99113,SQRDL,SQRD_HUMAN
PB2,A8K3Z3,0.99089,PSMC5,PRS8_HUMAN
PB2,B3KRS5,0.9936,HDAC2,HDAC2_HUMAN
PB2,B4DLN1,0.97911,SLC25A10,B4DLN1_HUMAN
PB2,B4DM74,0.99038,,B4DM74_HUMAN
PB2,B4DZI8,0.99397,COPB2,COPB2_HUMAN
PB2,B4E022,0.98794,,B4E022_HUMAN
PB2,B4E2W0,0.93672,HADHB,ECHB_HUMAN
PB2,B5MCF9,0.98723,PES1,B5MCF9_HUMAN
PB2,B7Z9L0,0.93511,,B7Z9L0_HUMAN
PB2,B9ZVN9,0.98755,POLR1A,B9ZVN9_HUMAN
PB2,C9J2Y9,0.97191,POLR2B,C9J2Y9_HUMAN
PB2,C9JG87,0.9838,MRPL39,C9JG87_HUMAN
PB2,CON_00220327.3,0.98129,NA,NA
PB2,E5RI99,0.99385,RPL30,E5RI99_HUMAN
PB2,E7EUT8,0.99282,NA,NA
PB2,E9PBF6,0.92171,LMNB1,E9PBF6_HUMAN
PB2,E9PFK5,0.95103,NOP14,E9PFK5_HUMAN
PB2,E9PH82,0.99051,FAM98A,E9PH82_HUMAN
PB2,E9PIF2,0.98956,DDX10,E9PIF2_HUMAN
PB2,F2Z2I2,0.98786,PFKFB3,F2Z2I2_HUMAN
PB2,F5H4G7,0.97846,NA,NA
PB2,F5H5U2,0.99401,DDX55,F5H5U2_HUMAN
PB2,F5H667,0.98894,ASPH,ASPH_HUMAN
PB2,F5H669,0.97071,CPSF7,F5H669_HUMAN
PB2,F5H801,0.90299,NA,NA
PB2,F6SBX2,0.9662,NA,NA
PB2,F8VPD4,0.98786,CAD,F8VPD4_HUMAN
PB2,F8VSC5,0.95543,SCYL2,F8VSC5_HUMAN
PB2,F8VXH9,0.99377,PCBP2,F8VXH9_HUMAN
PB2,F8W7I9,0.97982,NA,NA
PB2,G3V325,0.96796,ATP5J2-PTCD1,G3V325_HUMAN
PB2,G3V529,0.90669,DDX24,G3V529_HUMAN
PB2,G5E9B2,0.99259,NA,NA
PB2,G5E9W3,0.98141,CPSF3,G5E9W3_HUMAN
PB2,G5E9W7,0.98985,MRPS22,G5E9W7_HUMAN
PB2,H0YA96,0.9705,HNRNPD,H0YA96_HUMAN
PB2,H7BYD0,0.98113,NDUFA5,H7BYD0_HUMAN
PB2,H7C3T4,0.97301,PRDX4,H7C3T4_HUMAN
PB2,J3KMW7,0.98563,UBR5,UBR5_HUMAN
PB2,J3KPM7,0.98527,NDUFS2,NDUS2_HUMAN
PB2,J3KTA4,0.97881,DDX5,J3KTA4_HUMAN
PB2,J3QKR3,0.9774,NA,NA
PB2,K7EK07,0.98905,H3F3B,K7EK07_HUMAN
PB2,K7EKS1,0.9863,POLR2I,K7EKS1_HUMAN
PB2,K7EQ03,0.93471,RBM42,K7EQ03_HUMAN
PB2,O00231,0.96184,PSMD11,PSD11_HUMAN
PB2,O00232,0.97484,PSMD12,PSD12_HUMAN
PB2,O00303,0.96836,EIF3F,EIF3F_HUMAN
PB2,O00567,0.98263,NOP56,NOP56_HUMAN
PB2,O14744,0.92873,PRMT5,ANM5_HUMAN
PB2,O15212,0.91206,PFDN6,PFD6_HUMAN
PB2,O15514,0.99392,POLR2D,RPB4_HUMAN
PB2,O43242,0.98434,PSMD3,PSMD3_HUMAN
PB2,O43390-2,0.90233,HNRNPR,HNRPR_HUMAN
PB2,O43823,0.91942,AKAP8,AKAP8_HUMAN
PB2,O60218,0.91916,AKR1B10,AK1BA_HUMAN
PB2,O75489,0.99392,NDUFS3,NDUS3_HUMAN
PB2,O75494-5,0.98015,SRSF10,SRS10_HUMAN
PB2,O95429-2,0.97401,BAG4,BAG4_HUMAN
PB2,O95573,0.981,ACSL3,ACSL3_HUMAN
PB2,O95758,0.98663,PTBP3,PTBP3_HUMAN
PB2,O95816,0.99047,BAG2,BAG2_HUMAN
PB2,P00367,0.9518,GLUD1,DHE3_HUMAN
PB2,P02545,0.98254,LMNA,LMNA_HUMAN
PB2,P07237,0.9732,P4HB,PDIA1_HUMAN
PB2,P08574,0.90823,CYC1,CY1_HUMAN
PB2,P08579,0.98211,SNRPB2,RU2B_HUMAN
PB2,P08708,0.99243,RPS17,RS17_HUMAN
PB2,P09012,0.99293,SNRPA,SNRPA_HUMAN
PB2,P09661,0.97109,SNRPA1,RU2A_HUMAN
PB2,P11413,0.98215,G6PD,G6PD_HUMAN
PB2,P12236,0.99212,SLC25A6,ADT3_HUMAN
PB2,P13804-2,0.97543,ETFA,ETFA_HUMAN
PB2,P14625,0.98583,HSP90B1,ENPL_HUMAN
PB2,P24928,0.98829,POLR2A,RPB1_HUMAN
PB2,P30837,0.98897,ALDH1B1,AL1B1_HUMAN
PB2,P31327,0.99186,CPS1,CPSM_HUMAN
PB2,P33176,0.93112,KIF5B,KINH_HUMAN
PB2,P33240-2,0.9861,CSTF2,CSTF2_HUMAN
PB2,P33993,0.98347,MCM7,MCM7_HUMAN
PB2,P34932,0.99257,HSPA4,HSP74_HUMAN
PB2,P39019,0.954,RPS19,RS19_HUMAN
PB2,P46781,0.96105,RPS9,RS9_HUMAN
PB2,P47756-2,0.96698,CAPZB,CAPZB_HUMAN
PB2,P49327,0.98979,FASN,FAS_HUMAN
PB2,P49721,0.96654,PSMB2,PSB2_HUMAN
PB2,P50416-2,0.99192,CPT1A,CPT1A_HUMAN
PB2,P52292,0.97745,KPNA2,IMA1_HUMAN
PB2,P52294,0.97253,KPNA1,IMA5_HUMAN
PB2,P52907,0.9217,CAPZA1,CAZA1_HUMAN
PB2,P53618,0.9032,COPB1,COPB_HUMAN
PB2,P54886-2,0.97136,ALDH18A1,P5CS_HUMAN
PB2,P55265-5,0.98366,ADAR,DSRAD_HUMAN
PB2,P61026,0.95277,RAB10,RAB10_HUMAN
PB2,P61289,0.99114,PSME3,PSME3_HUMAN
PB2,P62244,0.96052,RPS15A,RS15A_HUMAN
PB2,P62277,0.99208,RPS13,RS13_HUMAN
PB2,P62487,0.96546,POLR2G,RPB7_HUMAN
PB2,P62841,0.98122,RPS15,RS15_HUMAN
PB2,P62861,0.99202,FAU,RS30_HUMAN
PB2,P62875,0.98132,POLR2L,RPAB5_HUMAN
PB2,P63104,0.99403,YWHAZ,1433Z_HUMAN
PB2,P63167,0.9106,DYNLL1,DYL1_HUMAN
PB2,P68431,0.99381,HIST1H3A; HIST1H3B; HIST1H3C; HIST1H3D; HIST1H3E; HIST1H3F; HIST1H3G; HIST1H3H; HIST1H3I; HIST1H3J,H31_HUMAN
PB2,P82673-2,0.92826,MRPS35,RT35_HUMAN
PB2,P82675,0.99401,MRPS5,RT05_HUMAN
PB2,P82914,0.96581,MRPS15,RT15_HUMAN
PB2,P82930,0.98237,MRPS34,RT34_HUMAN
PB2,P82932,0.99065,MRPS6,RT06_HUMAN
PB2,P82933,0.92774,MRPS9,RT09_HUMAN
PB2,P98175-2,0.99143,RBM10,RBM10_HUMAN
PB2,Q00577,0.96546,PURA,PURA_HUMAN
PB2,Q04637-6,0.99031,EIF4G1,IF4G1_HUMAN
PB2,Q05048,0.98493,CSTF1,CSTF1_HUMAN
PB2,Q09161,0.99404,NCBP1,NCBP1_HUMAN
PB2,Q10570,0.99399,CPSF1,CPSF1_HUMAN
PB2,Q12996,0.95248,CSTF3,CSTF3_HUMAN
PB2,Q13011,0.95546,ECH1,ECH1_HUMAN
PB2,Q13200,0.96469,PSMD2,PSMD2_HUMAN
PB2,Q13509,0.97575,TUBB3,TBB3_HUMAN
PB2,Q13595-2,0.9466,TRA2A,TRA2A_HUMAN
PB2,Q14247-3,0.95527,CTTN,SRC8_HUMAN
PB2,Q14764,0.94455,MVP,MVP_HUMAN
PB2,Q14974,0.97462,KPNB1,IMB1_HUMAN
PB2,Q14978,0.97592,NOLC1,NOLC1_HUMAN
PB2,Q15008,0.97638,PSMD6,PSMD6_HUMAN
PB2,Q15773,0.98316,MLF2,MLF2_HUMAN
PB2,Q16531,0.9903,DDB1,DDB1_HUMAN
PB2,Q2TAY7,0.99404,SMU1,SMU1_HUMAN
PB2,Q2TB90,0.94143,HKDC1,HKDC1_HUMAN
PB2,Q49AN9,0.96729,SNRPG,Q49AN9_HUMAN
PB2,Q53GQ0,0.92444,HSD17B12,DHB12_HUMAN
PB2,Q5JR04,0.98698,MOV10,Q5JR04_HUMAN
PB2,Q5JW30,0.94748,STAU1,Q5JW30_HUMAN
PB2,Q5SWX8-3,0.944,ODR4,ODR4_HUMAN
PB2,Q5T8N1,0.99403,NA,NA
PB2,Q6DKI1,0.90792,RPL7L1,RL7L_HUMAN
PB2,Q6NZI2,0.92244,PTRF,PTRF_HUMAN
PB2,Q6PI48,0.98879,DARS2,SYDM_HUMAN
PB2,Q6UB35,0.9719,MTHFD1L,C1TM_HUMAN
PB2,Q71DI3,0.98633,HIST2H3A; HIST2H3C; HIST2H3D,H32_HUMAN
PB2,Q7KZ85,0.94267,SUPT6H,SPT6H_HUMAN
PB2,Q7Z2W4,0.96912,ZC3HAV1,ZCCHV_HUMAN
PB2,Q7Z6Z7-2,0.98795,HUWE1,HUWE1_HUMAN
PB2,Q7Z7H8,0.94083,MRPL10,RM10_HUMAN
PB2,Q8IX01-4,0.9921,SUGP2,SUGP2_HUMAN
PB2,Q8IXM3,0.94243,MRPL41,RM41_HUMAN
PB2,Q8N163,0.98632,CCAR2,CCAR2_HUMAN
PB2,Q8N201,0.92308,INTS1,INT1_HUMAN
PB2,Q8NF37,0.97526,LPCAT1,PCAT1_HUMAN
PB2,Q8TAQ2-2,0.98682,SMARCC2,SMRC2_HUMAN
PB2,Q92522,0.99353,H1FX,H1X_HUMAN
PB2,Q92598-2,0.98807,HSPH1,HS105_HUMAN
PB2,Q92615,0.98473,LARP4B,LAR4B_HUMAN
PB2,Q92665,0.91115,MRPS31,RT31_HUMAN
PB2,Q92879-5,0.96372,CELF1,CELF1_HUMAN
PB2,Q96D53-2,0.92959,ADCK4,ADCK4_HUMAN
PB2,Q96DV4,0.98322,MRPL38,RM38_HUMAN
PB2,Q96EL3,0.95433,MRPL53,RM53_HUMAN
PB2,Q96EY1-2,0.98723,DNAJA3,DNJA3_HUMAN
PB2,Q96EY7,0.98624,PTCD3,PTCD3_HUMAN
PB2,Q96KR1,0.99404,ZFR,ZFR_HUMAN
PB2,Q96PK6,0.99303,RBM14,RBM14_HUMAN
PB2,Q9BPW8,0.9354,NIPSNAP1,NIPS1_HUMAN
PB2,Q9BQA1,0.98446,WDR77,MEP50_HUMAN
PB2,Q9BQG0,0.93833,MYBBP1A,MBB1A_HUMAN
PB2,Q9BUJ2-2,0.99127,HNRNPUL1,HNRL1_HUMAN
PB2,Q9BYD1,0.98929,MRPL13,RM13_HUMAN
PB2,Q9C005,0.99254,DPY30,DPY30_HUMAN
PB2,Q9H2U1-3,0.9877,DHX36,DHX36_HUMAN
PB2,Q9H7E9,0.994,C8orf33,CH033_HUMAN
PB2,Q9HAV7,0.96765,GRPEL1,GRPE1_HUMAN
PB2,Q9HD33-2,0.99312,MRPL47,RM47_HUMAN
PB2,Q9NR56-3,0.9937,MBNL1,MBNL1_HUMAN
PB2,Q9NVP1,0.94777,DDX18,DDX18_HUMAN
PB2,Q9NY61,0.92473,AATF,AATF_HUMAN
PB2,Q9P015,0.97793,MRPL15,RM15_HUMAN
PB2,Q9UBS4,0.97124,DNAJB11,DJB11_HUMAN
PB2,Q9UJV9,0.98609,DDX41,DDX41_HUMAN
PB2,Q9UKM9,0.94662,RALY,RALY_HUMAN
PB2,Q9UKV8-2,0.97004,AGO2,AGO2_HUMAN
PB2,Q9UL15,0.97161,BAG5,BAG5_HUMAN
PB2,Q9UNM6,0.99404,PSMD13,PSD13_HUMAN
PB2,Q9UPT8,0.96088,ZC3H4,ZC3H4_HUMAN
PB2,Q9UQ35,0.97153,SRRM2,SRRM2_HUMAN
PB2,Q9Y224,0.9633,C14orf166,CN166_HUMAN
PB2,Q9Y265,0.98577,RUVBL1,RUVB1_HUMAN
PB2,Q9Y2Q9,0.98896,MRPS28,RT28_HUMAN
PB2,Q9Y2R9,0.99018,MRPS7,RT07_HUMAN
PB2,Q9Y2X3,0.99088,NOP58,NOP58_HUMAN
PB2,Q9Y305-3,0.95094,ACOT9,ACOT9_HUMAN
PB2,Q9Y399,0.98318,MRPS2,RT02_HUMAN
PB2,Q9Y3I0,0.92979,RTCB,RTCB_HUMAN
PB2,Q9Y446,0.93849,PKP3,PKP3_HUMAN
PB2,Q9Y676,0.9619,MRPS18B,RT18B_HUMAN
PB2,Q9Y6M1-1,0.98736,IGF2BP2,IF2B2_HUMAN
PB2,Q9Y6N5,0.98582,SQRDL,SQRD_HUMAN
